ADDRESS_ID,ADDRESS_TYPE,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,ADDRESS_LINE4,ADDRESS_LINE5,ADDRESS_LINE6,ADDRESS_LINE7,ADDRESS_LINE8,ADDRESS_NO,CONTACT_NO,LANGUAGE_ID,COMPANY_NAME0,COMPANY_NAME1,COMPANY_NAME2,COMPANY_NAME3,ADDRESS_SUP,CO_ENDORSEMENT,STREET,PO_BOX,MAIL_ZIP,MAIL_ZIP_SUP,MAIL_CITY,WHITE_MAIL_STOP,TEL,TEL_STOP,WEBSITE,EMAIL_POOL,GENDER_ID,GENDER,TITLE_ID,TITLE,FIRSTNAME,LASTNAME,LASTNAME2,LASTNAME2_TYPE,NAME_ATTRIBUTE,POSITION,SALUTATION,CANTON,ORGANIZATION_TYPE,COMPANY_FOUNDING,COM_REG_ENTRY,UID_NO,MAIN_ACTIVITY_CODE,MAIN_ACTIVITY_CODE_TEXT,NUM_EMPLOYEE_STAT,LEGAL_FORM_TEXT,SALES_STAT,LINE_SUP,Motorrad
940,B,Herr,Albert Frei,Fahrschule wintidrive,Salstrasse 24,8400 Winterthur,,,,1542250,1542251,1,Herr,Albert Frei,Fahrschule wintidrive,,,,Salstrasse 24,,8400,0,Winterthur,N,nicht bestellt,Y,www.wintidrive.ch,nicht bestellt,1,Herr,,,Albert,Frei,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Frei,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
332,B,Herr,Alex Kern,Autofahrschule,Büelweg 6,8400 Winterthur,,,,668770,773044,1,Herr,Alex Kern,Autofahrschule,,,,Büelweg 6,,8400,0,Winterthur,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Alex,Kern,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Kern,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
942,B,Frau,Jeannette Groff,Autofahrschule,Hermann-Götz-Strasse 6,8400 Winterthur,,,,1542254,1542255,1,Frau,Jeannette Groff,Autofahrschule,,,,Hermann-Götz-Strasse 6,,8400,0,Winterthur,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Jeannette,Groff,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Groff,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1922,B,Herr,Sandro Ceravolo,Wintifahrschule,Bahnhofplatz 7,8400 Winterthur,,,,4594908,1542171,1,Herr,Sandro Ceravolo,Wintifahrschule,,,,Bahnhofplatz 7,,8400,0,Winterthur,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Sandro,Ceravolo,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Ceravolo,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-417.657.937,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1831,B,Jürg Zellweger,Fahrschule,Wülflingerstrasse 59,8400 Winterthur,,,,,4344322,0,1,,Jürg Zellweger,Fahrschule,,,,Wülflingerstrasse 59,,8400,0,Winterthur,N,nicht bestellt,Y,,nicht bestellt,0,,,,,,,,,unpersonalisiert,Sehr geehrte Damen und Herren,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,NDL ohne HR,nicht bestellt,,nein
514,B,Klubschule Migros,Rudolfstrasse 11,Postfach 833,8401 Winterthur,,,,,710692,0,1,,Klubschule Migros,,,,,Rudolfstrasse 11,Postfach 833,8401,0,Winterthur,N,nicht bestellt,N,www.migros.ch,nicht bestellt,0,,,,,,,,,unpersonalisiert,Sehr geehrte Damen und Herren,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,853200B,Handelsschulen,20-49,NDL ohne HR,nicht bestellt,,ja
797,B,Herr,Mario Rianda,ABC - Fahrschule,Fröschenweidstrasse 12,8404 Winterthur,,,,1527972,1527986,1,Herr,Mario Rianda,ABC - Fahrschule,,,,Fröschenweidstrasse 12,,8404,0,Winterthur,N,nicht bestellt,Y,www.abcd-fahrschule.ch,nicht bestellt,1,Herr,,,Mario,Rianda,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,Sehr geehrter Herr Rianda,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-112.836.193,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
599,B,Fahrschulzentrum,Winterthur GmbH,Herr Marco Bernhard,Fröschenweidstrasse 12,8404 Winterthur,,,,1448140,1448169,1,,Fahrschulzentrum,Winterthur GmbH,,,,Fröschenweidstrasse 12,,8404,0,Winterthur,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Marco,Bernhard,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Bernhard,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-112.274.467,855300,Autofahrschulen & Flugschulen,01-Sep,GmbH,nicht bestellt,,ja
1151,B,Hans Friedli,Motorrad-& Lastwagenfahrschule,Herr Markus Friedli,Heiniweg 1,8404 Winterthur,,,,2958069,4458404,1,,Hans Friedli,Motorrad-& Lastwagenfahrschule,,,,Heiniweg 1,,8404,0,Winterthur,N,nicht bestellt,N,,nicht bestellt,1,Herr,,,Markus,Friedli,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Friedli,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-116.270.735,855300,Autofahrschulen & Flugschulen,01-Sep,GmbH,nicht bestellt,,ja
945,B,Frau,Sabine Kohler,Auto-Fahrschule Kohler,Etzbergweg 21,8405 Winterthur,,,,1542454,1542455,1,Frau,Sabine Kohler,Auto-Fahrschule Kohler,,,,Etzbergweg 21,,8405,0,Winterthur,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Sabine,Kohler,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Kohler,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
594,B,Herr,Matthias Jucker,FAHRART,Weidweg 5,8405 Winterthur,,,,1429005,1429024,1,Herr,Matthias Jucker,FAHRART,,,,Weidweg 5,,8405,0,Winterthur,N,nicht bestellt,Y,www.fahrart.ch,nicht bestellt,1,Herr,,,Matthias,Jucker,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,Sehr geehrter Herr Jucker,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-112.301.319,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
234,B,Herr,David Etter,Autofahrschule,Bollstrasse 10,8405 Winterthur,,,,527219,764326,1,Herr,David Etter,Autofahrschule,,,,Bollstrasse 10,,8405,0,Winterthur,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,David,Etter,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Etter,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-107.559.125,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1732,B,Herr,Franz Kaufmann,Fahrschule Let's-go,Hinterdorfstrasse 58,8405 Winterthur,,,,4129182,4129201,1,Herr,Franz Kaufmann,Fahrschule Let's-go,,,,Hinterdorfstrasse 58,,8405,0,Winterthur,N,nicht bestellt,Y,www.fahrschule-lets-go.ch,nicht bestellt,1,Herr,,,Franz,Kaufmann,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Kaufmann,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
124,B,Herr,Josef Imhof,Autofahrschule,Hündlerstrasse 95,8406 Winterthur,,,,445917,258942,1,Herr,Josef Imhof,Autofahrschule,,,,Hündlerstrasse 95,,8406,0,Winterthur,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Josef,Imhof,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Imhof,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-107.163.276,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1257,B,Herr,Daniel Schällibaum,Dany's Fahrschuel,Dättnauerstrasse 122,8406 Winterthur,,,,3169966,3170140,1,Herr,Daniel Schällibaum,Dany's Fahrschuel,,,,Dättnauerstrasse 122,,8406,0,Winterthur,N,nicht bestellt,Y,www.danys-fahrschuel.ch,nicht bestellt,1,Herr,,,Daniel,Schällibaum,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Schällibaum,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-227.363.413,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1316,B,Herr,Ralf Friedrich,schaltchnüppel.ch,In Wannen 23,8406 Winterthur,,,,3186318,3186387,1,Herr,Ralf Friedrich,schaltchnüppel.ch,,,,In Wannen 23,,8406,0,Winterthur,N,nicht bestellt,Y,www.schaltchnüppel.ch,nicht bestellt,1,Herr,,,Ralf,Friedrich,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Friedrich,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
333,B,Herr,Beat Küng,Fahrschule,Lettenstrasse 50a,8408 Winterthur,,,,668774,773045,1,Herr,Beat Küng,Fahrschule,,,,Lettenstrasse 50a,,8408,0,Winterthur,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Beat,Küng,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Küng,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1043,B,Professional Driving AG,Herr Franz Hunkeler,Wülflingerstrasse 227,Postfach 209,8408 Winterthur,,,,1997159,4871573,1,,Professional Driving AG,,,,,Wülflingerstrasse 227,Postfach 209,8408,0,Winterthur,N,nicht bestellt,N,www.professionaldriving.ch,nicht bestellt,1,Herr,,,Franz,Hunkeler,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Hunkeler,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-109.675.989,855300,Autofahrschulen & Flugschulen,01-Sep,AG,nicht bestellt,,nein
952,B,Herr,Martin Roost,Autofahrschule,Wässerwiesenstrasse 76,8408 Winterthur,,,,1542533,1542534,1,Herr,Martin Roost,Autofahrschule,,,,Wässerwiesenstrasse 76,,8408,0,Winterthur,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Martin,Roost,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Roost,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
875,B,Herr,Stefano Gigli,Fahrschule,Wässerwiesenstrasse 67f,8408 Winterthur,,,,1537120,1542201,1,Herr,Stefano Gigli,Fahrschule,,,,Wässerwiesenstrasse 67f,,8408,0,Winterthur,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Stefano,Gigli,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Gigli,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1063,B,Herr,Mesut Yilmaz,My Drive - Fahrschule,Schlossbergstrasse 4,8408 Winterthur,,,,2216564,2216685,1,Herr,Mesut Yilmaz,My Drive - Fahrschule,,,,Schlossbergstrasse 4,,8408,0,Winterthur,N,nicht bestellt,N,,nicht bestellt,1,Herr,,,Mesut,Yilmaz,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,Sehr geehrter Herr Yilmaz,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-114.496.375,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
191,B,Herr,Walter Strehler,Autofahrschule,Wülflingerstrasse 305,8408 Winterthur,,,,499336,295595,1,Herr,Walter Strehler,Autofahrschule,,,,Wülflingerstrasse 305,,8408,0,Winterthur,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Walter,Strehler,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Strehler,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1506,B,Herr,Muhamedin Kadri,Fahrschule L-Star,Wässerwiesenstrasse 67b,8408 Winterthur,,,,3775583,3775754,1,Herr,Muhamedin Kadri,Fahrschule L-Star,,,,Wässerwiesenstrasse 67b,,8408,0,Winterthur,N,nicht bestellt,N,www.l-star.ch,nicht bestellt,1,Herr,,,Muhamedin,Kadri,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Kadri,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-169.803.707,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
2011,B,Fahrschule STAR,Winterthur Roman Zuber,Terrassenweg 33,8408 Winterthur,,,,,5725405,0,1,,Fahrschule STAR,Winterthur Roman Zuber,,,,Terrassenweg 33,,8408,0,Winterthur,N,nicht bestellt,N,,nicht bestellt,0,,,,,,,,,unpersonalisiert,Sehr geehrte Damen und Herren,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-384.130.006,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
949,B,Frau,Elsbeth Mombelli,Autofahrschule,Sattleracherstrasse 50,8413 Neftenbach,,,,1542485,1542486,1,Frau,Elsbeth Mombelli,Autofahrschule,,,,Sattleracherstrasse 50,,8413,0,Neftenbach,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Elsbeth,Mombelli,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Mombelli,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1753,B,Fahrschule Nicolas,Herr Nicolas Brecevich,Räterschenstrasse 17,8418 Schlatt ZH,,,,,4189016,4189108,1,,Fahrschule Nicolas,,,,,Räterschenstrasse 17,,8418,0,Schlatt ZH,N,nicht bestellt,N,www.fahrschule-nicolas.ch,nicht bestellt,1,Herr,,,Nicolas,Brecevich,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Brecevich,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-141.858.653,855300,Autofahrschulen & Flugschulen,01-Sep,GmbH,nicht bestellt,,nein
782,B,Herr,Manuel Hollenstein,Manu's Fahrschule,Lochackerstrasse 8,8424 Embrach,,,,1521866,1521867,1,Herr,Manuel Hollenstein,Manu's Fahrschule,,,,Lochackerstrasse 8,,8424,0,Embrach,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Manuel,Hollenstein,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Hollenstein,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
195,B,Herr,Hans-Peter Studer,Fahrschule,Kindergartenweg 1,8424 Embrach,,,,499774,295841,1,Herr,Hans-Peter Studer,Fahrschule,,,,Kindergartenweg 1,,8424,0,Embrach,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Hans-Peter,Studer,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Studer,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1057,B,Herr,Roger Bär,Fahrschule,Moosbrunnenstrasse 89,8426 Lufingen,,,,2111581,2111851,1,Herr,Roger Bär,Fahrschule,,,,Moosbrunnenstrasse 89,,8426,0,Lufingen,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Roger,Bär,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Bär,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-114.370.478,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1158,B,Herr,Remo Sacchet,RemoS Fahrschule,Grosszelgstrasse 3,8426 Lufingen,,,,2997968,2998090,1,Herr,Remo Sacchet,RemoS Fahrschule,,,,Grosszelgstrasse 3,,8426,0,Lufingen,N,nicht bestellt,Y,www.rsfs.ch,nicht bestellt,1,Herr,,,Remo,Sacchet,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,Sehr geehrter Herr Sacchet,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-339.886.747,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1082,B,Herr,René Dünki,Fahrschule,Irchelstrasse 38,8427 Freienstein,,,,2347230,2347387,1,Herr,René Dünki,Fahrschule,,,,Irchelstrasse 38,,8427,2,Freienstein,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,René,Dünki,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,Sehr geehrter Herr Dünki,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-114.697.206,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1177,B,Marcel von Ah GmbH,Fahrruntericht,Herr Marcel von Ah,Dorfstrasse 4,8427 Freienstein,,,,3137674,3137963,1,,Marcel von Ah GmbH,Fahrruntericht,,,,Dorfstrasse 4,,8427,2,Freienstein,N,nicht bestellt,N,,nicht bestellt,1,Herr,,,Marcel,von Ah,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr von Ah,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-443.492.576,855300,Autofahrschulen & Flugschulen,01-Sep,GmbH,nicht bestellt,,nein
330,B,Herr,Thomas Waelti,AutoDrive,Rietstrasse 38,8444 Henggart,,,,668757,773039,1,Herr,Thomas Waelti,AutoDrive,,,,Rietstrasse 38,,8444,0,Henggart,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Thomas,Waelti,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Waelti,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1327,B,Herr,Lukas Schmid,Auto- & Motorradfahrschule,Unterbreitenstrasse 24,8454 Buchberg,,,,3186340,3186407,1,Herr,Lukas Schmid,Auto- & Motorradfahrschule,,,,Unterbreitenstrasse 24,,8454,0,Buchberg,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Lukas,Schmid,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Schmid,SH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1190,B,Herr,Daniel Haupt,Fahrschule,Ausserdorf 59,8455 Rüdlingen,,,,3140863,3140995,1,Herr,Daniel Haupt,Fahrschule,,,,Ausserdorf 59,,8455,0,Rüdlingen,N,nicht bestellt,Y,www.danihauptfahrschuel.ch,nicht bestellt,1,Herr,,,Daniel,Haupt,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Haupt,SH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
334,B,Frau,Margrit Zingg,Fahrschule & Gesundheitspraxis,Münzerstrasse 10,8472 Seuzach,,,,668781,773051,1,Frau,Margrit Zingg,Fahrschule & Gesundheitspraxis,,,,Münzerstrasse 10,,8472,0,Seuzach,N,nicht bestellt,Y,www.auto-nomie.ch,nicht bestellt,2,Frau,,,Margrit,Zingg,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Zingg,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
151,B,Paul & Susanne Nicolini,Autofahrschule,Blumenweg 7,8472 Seuzach,,,,,474903,1541930,1,,Paul & Susanne Nicolini,Autofahrschule,,,,Blumenweg 7,,8472,0,Seuzach,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Susanne,Nicolini,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Nicolini,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Org. ohne def. RF,nicht bestellt,,nein
326,B,Herr,Oliver Merletti,Autofahrschule,Grundstrasse 14,8472 Seuzach,,,,668705,773019,1,Herr,Oliver Merletti,Autofahrschule,,,,Grundstrasse 14,,8472,0,Seuzach,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Oliver,Merletti,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Merletti,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1045,B,Herr,Mario Meier,"Fahrschule, Schulbus",Stationsstrasse 12,8472 Seuzach,,,,2022012,1542189,1,Herr,Mario Meier,"Fahrschule, Schulbus",,,,Stationsstrasse 12,,8472,0,Seuzach,N,nicht bestellt,Y,www.miotop.ch,nicht bestellt,1,Herr,,,Mario,Meier,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Meier,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-105.127.884,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1567,B,Herr,Roger Hofmann,Fahrschule Hofmann,Seebühlstrasse 1,8472 Seuzach,,,,3925391,3925545,1,Herr,Roger Hofmann,Fahrschule Hofmann,,,,Seebühlstrasse 1,,8472,0,Seuzach,N,nicht bestellt,N,www.alles-roger.ch,nicht bestellt,1,Herr,,,Roger,Hofmann,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Hofmann,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-257.541.493,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1374,B,Herr,Timothy Schollenberger,Fahrschule,Gotthelfstrasse 7a,8472 Seuzach,,,,3392519,3392686,1,Herr,Timothy Schollenberger,Fahrschule,,,,Gotthelfstrasse 7a,,8472,0,Seuzach,N,nicht bestellt,N,,nicht bestellt,1,Herr,,,Timothy,Schollenberger,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,Sehr geehrter Herr Schollenberger,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-245.629.804,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
1819,B,Frau,Jennifer Breitenmoser,Fahrschule Breitenmoser,Schaffhauserstrasse 48,8472 Seuzach,,,,4344287,4344340,1,Frau,Jennifer Breitenmoser,Fahrschule Breitenmoser,,,,Schaffhauserstrasse 48,,8472,0,Seuzach,N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Jennifer,Breitenmoser,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Breitenmoser,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1265,B,Frau,Monika Kesselring,Fahrschule,Strehlgasse 25,8472 Seuzach,,,,3182670,3182729,1,Frau,Monika Kesselring,Fahrschule,,,,Strehlgasse 25,,8472,0,Seuzach,N,nicht bestellt,Y,www.seuzifahrschule.ch,nicht bestellt,2,Frau,,,Monika,Kesselring,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Kesselring,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1111,B,Fahrschule chrigeL GmbH,Herr Christian Rieder,Mülau 22,8482 Sennhof (Winterthur),,,,,2510194,2510388,1,,Fahrschule chrigeL GmbH,,,,,Mülau 22,,8482,0,Sennhof (Winterthur),N,nicht bestellt,Y,www.chrigels-fahrschule.ch,nicht bestellt,1,Herr,,,Christian,Rieder,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Rieder,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-114.982.799,855300,Autofahrschulen & Flugschulen,01-Sep,GmbH,nicht bestellt,,ja
948,B,Frau,Gertrud Marti,Fahrschule,Oberzelgweg 9,8482 Sennhof (Winterthur),,,,1542476,1542477,1,Frau,Gertrud Marti,Fahrschule,,,,Oberzelgweg 9,,8482,0,Sennhof (Winterthur),N,nicht bestellt,Y,,nicht bestellt,2,Frau,,,Gertrud,Marti,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Marti,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1471,B,Fahrschule Winti-L.ch,Bruggwiesenstrasse 2,8483 Kollbrunn,,,,,,3679842,0,1,,Fahrschule Winti-L.ch,,,,,Bruggwiesenstrasse 2,,8483,0,Kollbrunn,N,nicht bestellt,Y,www.winti-l.ch,nicht bestellt,0,,,,,,,,,unpersonalisiert,Sehr geehrte Damen und Herren,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Org. ohne def. RF,nicht bestellt,,ja
329,B,Herr,Hanspeter Berli,Autofahrschule HP. Berli,Püngertli 5,8484 Weisslingen,,,,668744,773036,1,Herr,Hanspeter Berli,Autofahrschule HP. Berli,,,,Püngertli 5,,8484,0,Weisslingen,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Hanspeter,Berli,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Berli,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
953,B,Frau,Astrid Ruoss,Autofahrschule,Alte Dorfstrasse 5,8487 Zell ZH,,,,1542536,1542537,1,Frau,Astrid Ruoss,Autofahrschule,,,,Alte Dorfstrasse 5,,8487,0,Zell ZH,N,nicht bestellt,N,,nicht bestellt,2,Frau,,,Astrid,Ruoss,,,,Geschäftsführer/Inhaber,Sehr geehrte Frau Ruoss,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
955,B,Herr,Reto Studer,Autofahrschule,Hohmattring 23e,8488 Turbenthal,,,,1542550,1542551,1,Herr,Reto Studer,Autofahrschule,,,,Hohmattring 23e,,8488,0,Turbenthal,N,nicht bestellt,Y,,nicht bestellt,1,Herr,,,Reto,Studer,,,,Geschäftsführer/Inhaber,Sehr geehrter Herr Studer,ZH,nicht bestellt,nicht bestellt,nicht bestellt,,855300A,Autofahrschulen,01-Sep,Einzelfirma,nicht bestellt,,nein
1138,B,Herr,Anton Schmucki,Fahrschule,Moosstrasse 16,8498 Gibswil,,,,2858087,2858187,1,Herr,Anton Schmucki,Fahrschule,,,,Moosstrasse 16,,8498,0,Gibswil,N,nicht bestellt,Y,www.l-stop.ch,nicht bestellt,1,Herr,,,Anton,Schmucki,,,,Geschäftsführer/Inhaber#Einkaufsleiter#Informatikleiter#Finanzleiter#Marketingleiter#Verkaufsleiter,Sehr geehrter Herr Schmucki,ZH,nicht bestellt,nicht bestellt,nicht bestellt,CHE-109.757.819,855300,Autofahrschulen & Flugschulen,01-Sep,Einzelfirma,nicht bestellt,,ja
